day,timestamp,product,bid_price_1,bid_volume_1,bid_price_2,bid_volume_2,bid_price_3,bid_volume_3,ask_price_1,ask_volume_1,ask_price_2,ask_volume_2,ask_price_3,ask_volume_3,mid_price,profit_and_loss,time_continuous,spread,imbalance_1,imbalance_3,depth_b,depth_a,book_slope,vamp,ret_1,ret_10,ret_20,target_ret_10,roll_vol_100,imbalance_1_roll_mean,imbalance_1_roll_std,alpha_imb_z,trade_flow_net,trade_vol_total,trade_count,roll_flow_10
-2,0,INTARIAN_PEPPER_ROOT,9992.0,17.0,,0.0,,0.0,10005.0,9.0,10008.0,17.0,,0.0,9998.5,0.0,0,13.0,0.3076923076923077,-0.20930232558139536,17.0,26.0,-0.20930232558139536,10000.5,,,,0.0002000300045006398,,,,,0.0,0.0,0.0,
-2,100,INTARIAN_PEPPER_ROOT,9995.0,11.0,9992.0,16.0,,0.0,10006.0,11.0,10008.0,16.0,,0.0,10000.5,0.0,100,11.0,0.0,0.0,27.0,27.0,0.0,10000.5,0.0002000300045006398,,,0.000249987500624993,,,,,0.0,0.0,0.0,
-2,200,INTARIAN_PEPPER_ROOT,9995.0,12.0,,0.0,,0.0,10008.0,20.0,,0.0,,0.0,10001.5,0.0,200,13.0,-0.25,-0.25,12.0,20.0,-0.25,9999.875,9.99950002500416e-05,,,-0.00014997750337453208,,,,,0.0,0.0,0.0,
-2,300,INTARIAN_PEPPER_ROOT,,0.0,,0.0,,0.0,10006.0,10.0,10008.0,21.0,,0.0,10006.0,0.0,300,,-1.0,-1.0,0.0,31.0,-1.0,,0.00044993251012348523,,,-0.0004497301619028615,,,,,0.0,0.0,0.0,
-2,400,INTARIAN_PEPPER_ROOT,9992.0,20.0,,0.0,,0.0,10006.0,12.0,10008.0,20.0,,0.0,9999.0,0.0,400,14.0,0.25,-0.23076923076923078,20.0,32.0,-0.23076923076923078,10000.75,-0.000699580251848908,,,0.0002500250025001538,,,,,0.0,0.0,0.0,
-2,500,INTARIAN_PEPPER_ROOT,9995.0,12.0,9993.0,16.0,,0.0,10006.0,12.0,10008.0,16.0,,0.0,10000.5,0.0,500,11.0,0.0,0.0,28.0,28.0,0.0,10000.5,0.0001500150015001367,,,9.99950002500416e-05,,,,,0.0,0.0,0.0,
-2,600,INTARIAN_PEPPER_ROOT,9995.0,11.0,9993.0,16.0,,0.0,10009.0,16.0,,0.0,,0.0,10002.0,0.0,600,14.0,-0.18518518518518517,0.2558139534883721,27.0,16.0,0.2558139534883721,10000.703703703704,0.00014999250037495138,,,-0.00014997000599881183,,,,,0.0,0.0,0.0,
-2,700,INTARIAN_PEPPER_ROOT,9995.0,12.0,9993.0,17.0,,0.0,10006.0,12.0,10009.0,17.0,,0.0,10000.5,0.0,700,11.0,0.0,0.0,29.0,29.0,0.0,10000.5,-0.00014997000599881183,,,9.99950002500416e-05,,,,,0.0,0.0,0.0,
-2,800,INTARIAN_PEPPER_ROOT,9993.0,23.0,,0.0,,0.0,10006.0,9.0,,0.0,,0.0,9999.5,0.0,800,13.0,0.4375,0.4375,23.0,9.0,0.4375,10002.34375,-9.99950002500416e-05,,,0.00020001000049996165,,,,,0.0,0.0,0.0,
-2,900,INTARIAN_PEPPER_ROOT,9995.0,11.0,9993.0,24.0,,0.0,10006.0,11.0,10009.0,24.0,,0.0,10000.5,0.0,900,11.0,0.0,0.0,35.0,35.0,0.0,10000.5,0.00010000500024998082,,,0.000249987500624993,,,,,0.0,0.0,0.0,0.0
